Date (yyyy),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
2081,6.084208777750576e-10,2.982858865023917e-07,1.293217494839613e-08,0.0775105044172726,0.009148279513708476,26.300844206668625,1.1365882812860855,0.0398186007044102,0.04425518321746985,0.08407378390855523
2082,6.091586889668092e-10,3.194653422775333e-07,1.4936838488680513e-08,0.0811336656814984,0.009669940736398958,25.911662612014094,1.1378262439175937,0.04251099757322289,0.046288513381702485,0.08879951094393668
2083,6.342203608099056e-10,3.1478162396558487e-07,1.3558447331369005e-08,0.07673198669861638,0.008524114562756605,26.189528901945465,1.139866786841548,0.0408899255211233,0.044423993124420504,0.08531391861598513
2084,6.315097816039222e-10,3.194189870477932e-07,1.4633954874729299e-08,0.07878796704487424,0.009282590138698681,26.331193637133364,1.1412038896052485,0.04267630131541112,0.045168450611832694,0.08784475197177677
2085,6.106659160737825e-10,2.9500560639923097e-07,1.3806601050910923e-08,0.07692948726055672,0.009282444200767613,26.324719442835498,1.1434508278033853,0.03991970858114684,0.04427657638048719,0.08419628493737617
2086,5.814161183904776e-10,2.91179240958412e-07,1.2834704578626628e-08,0.07565147992559348,0.008677017452497994,26.62403007308255,1.145872263605389,0.037559547780978676,0.043731668221166364,0.08129121601355925
2087,6.260325112491371e-10,3.183714873714809e-07,1.616188617668895e-08,0.0792350885172562,0.009936084204588993,26.323663874100205,1.1478706079104934,0.04217460875558515,0.04534460170176848,0.08751921047181417
2088,5.582885268431053e-10,2.8386276604185807e-07,1.2132153267297757e-08,0.07468910974719752,0.008466811821061562,26.27126311221741,1.1496458533814853,0.03742255252943835,0.043090625701480596,0.08051317824793401
2089,5.566469028942947e-10,3.1181460692589237e-07,1.3485090115327025e-08,0.07956820968602751,0.009022440400300136,26.41822832230011,1.1507029214495592,0.04007382217817679,0.04472401822189579,0.08479784039261769
2090,6.128125884186376e-10,3.2305227773439204e-07,1.4285846040536216e-08,0.07743660313084343,0.008823402347049676,26.42115064572697,1.1528452098802617,0.04110915816817478,0.04465913396676607,0.0857682921602338
2091,5.39341759364217e-10,2.9258478008949916e-07,1.0916299935491466e-08,0.07389218351957214,0.007741555521158083,26.59153606312195,1.1536033322580972,0.03647941820075301,0.04352593764288357,0.080005355843439
2092,5.486281802909619e-10,2.935406811811397e-07,1.1263978563624869e-08,0.07535849666824991,0.008147464291492225,26.6964707450222,1.155044525240761,0.03579307939382242,0.044060445006319636,0.07985352440270099
2093,5.563976457735875e-10,2.991157467114885e-07,1.2549070768126385e-08,0.07684560397710648,0.008768842233771711,26.382793246685306,1.156698265884317,0.03850987530393865,0.044685452373932864,0.08319532773401446
2094,5.552465596498417e-10,3.0358573705247594e-07,1.2018721807436257e-08,0.07525060292865886,0.008139484346872923,26.563184019513585,1.158948384438573,0.03899235250178394,0.04377924818483694,0.08277160067523388
2095,4.956044808429829e-10,2.696204153601002e-07,9.657441267361286e-09,0.07245358095081396,0.007501641482211504,26.79337313810045,1.16059992747894,0.03368124815656733,0.04273367729004204,0.07641492544874466
2096,5.21120442650913e-10,3.0035378720747875e-07,1.4120480242555988e-08,0.07820288528908716,0.00912637213859697,26.536113636845002,1.1623247623110136,0.03864927726753485,0.04421309900640466,0.08286237628272747
2097,5.257094218703685e-10,2.978276402859024e-07,1.0993283500957836e-08,0.07187017139026514,0.006994909455396791,26.547065195332255,1.1647782986256987,0.03611172443817091,0.042605031984264886,0.07871675642903009
2098,4.930483199161419e-10,2.781974572752626e-07,9.603513084897508e-09,0.0721758470069488,0.007213387074004829,26.870211266252028,1.1660691133689498,0.03269193610002715,0.04250695393029403,0.07519889004401989
2099,5.049530992860884e-10,2.9002110477586993e-07,1.1560233066530182e-08,0.07626319888139783,0.008388890264008221,26.61029696827963,1.1675475684812768,0.035917195665560474,0.04418847037868162,0.08010566605663366
2100,5.134456502738792e-10,2.7615300918956804e-07,1.0929412423566375e-08,0.07327741319139466,0.00800912769512646,26.8871204195875,1.1693606541223047,0.034780135708077815,0.04323651682825474,0.07801665251504256
